Product URL,Product Name,Product Price,Rating,Number of Reviews
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/b/ref=sxts_spks_0_0_5b47f725-4fa5-48ae-98f9-662935e233b4?node=21102587031&pd_rd_w=GuDkO&content-id=amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4:amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_p=5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_r=5SSGM0SKEG75YH3APYS8&pd_rd_wg=Svbxa&pd_rd_r=5cd822a7-2016-43f4-91f9-007d687bc240&qid=1688717309,AmazonBasics Laptop Backpack,₹599,4.1 out of 5 stars,"5,001"
https://www.amazon.in/b/ref=sxts_spks_0_0_5b47f725-4fa5-48ae-98f9-662935e233b4?node=21102587031&pd_rd_w=GuDkO&content-id=amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4:amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_p=5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_r=5SSGM0SKEG75YH3APYS8&pd_rd_wg=Svbxa&pd_rd_r=5cd822a7-2016-43f4-91f9-007d687bc240&qid=1688717309,N/A,N/A,N/A,N/A
https://www.amazon.in/b/ref=sxts_spks_0_0_5b47f725-4fa5-48ae-98f9-662935e233b4?node=21102587031&pd_rd_w=GuDkO&content-id=amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4:amzn1.sym.5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_p=5b47f725-4fa5-48ae-98f9-662935e233b4&pf_rd_r=5SSGM0SKEG75YH3APYS8&pd_rd_wg=Svbxa&pd_rd_r=5cd822a7-2016-43f4-91f9-007d687bc240&qid=1688717309,N/A,N/A,N/A,N/A
https://www.amazon.in/gp/bestsellers/luggage/2917436031/ref=sr_bs_0_2917436031_1,N/A,₹599,4.1 out of 5 stars,"5,001"
https://www.amazon.in/gp/bestsellers/luggage/2917436031/ref=sr_bs_0_2917436031_1,N/A,N/A,N/A,N/A
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,N/A,₹599,4.1 out of 5 stars,"5,001"
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,N/A,₹599,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,N/A,"₹1,199",4.0 out of 5 stars,"55,176"
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,N/A,"₹1,199",4.0 out of 5 stars,"55,176"
https://www.amazon.in/gp/goldbox/,N/A,"₹1,199",N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=ice_ac_b_dpb,N/A,₹550,4.3 out of 5 stars,"11,551"
